id_cliente;nome_cliente;email_cliente;genero;idade;segmento;cidade;estado;regiao;renda_estimada
227;Lucas Barbosa;lucas.barbosa227@exemplo.com.br;F;60;Consumidor Final;Goiânia;GO;Centro-Oeste;13091.9
228;Carla Ribeiro;carla.ribeiro228@exemplo.com.br;M;48;Corporativo;Fortaleza;CE;Nordeste;2909.61
229;Thiago Ribeiro;thiago.ribeiro229@exemplo.com.br;F;40;Consumidor Final;São Paulo;SP;Sudeste;6130.35
230;Eduardo Rocha;eduardo.rocha230@exemplo.com.br;F;20;Consumidor Final;Goiânia;GO;Centro-Oeste;7942.47
231;Felipe Marques;felipe.marques231@exemplo.com.br;F;29;Pequenas Empresas;Feira de Santana;BA;Nordeste;15427.41
232;Mateus Nascimento;mateus.nascimento232@exemplo.com.br;M;30;Corporativo;Feira de Santana;BA;Nordeste;2914.04
233;camila mendes;camila.mendes233@exemplo.com.br;F;48;Pequenas Empresas;Porto Alegre;RS;Sul;6329.01
234;Vinicius Rocha;vinicius.rocha234@exemplo.com.br;M;39;Pequenas Empresas;Florianópolis;SC;Sul;6653.43
235;Renata Ribeiro;renata.ribeiro235@exemplo.com.br;F;39;Corporativo;Joinville;SC;Sul;18071.69
236;Ana Nascimento;ana.nascimento236@exemplo.com.br;F;64;Consumidor Final;Fortaleza;CE;Nordeste;9119.34
237;Pedro Barbosa;pedro.barbosa237@exemplo.com.br;F;24;Corporativo;Belo Horizonte;MG;Sudeste;3505.12
238;Eduardo Gomes;eduardo.gomes238@exemplo.com.br;M;46;Pequenas Empresas;Salvador;BA;Nordeste;7930.22
239;Gabriel Andrade;gabriel.andrade239@exemplo.com.br;F;58;Corporativo;Florianópolis;SC;Sul;18174.44
240;Gabriel Oliveira;gabriel.oliveira240@exemplo.com.br;F;69;Pequenas Empresas;Joinville;SC;Sul;14423.34
241;Mariana Silva;mariana.silva241@exemplo.com.br;M;22;Consumidor Final;Feira de Santana;BA;Nordeste;6046.72
242;Marcos Ribeiro;marcos.ribeiro242@exemplo.com.br;M;27;Pequenas Empresas;Goiânia;GO;Centro-Oeste;13268.71
243;Gustavo Ribeiro;gustavo.ribeiro243@exemplo.com.br;M;41;Pequenas Empresas;Santos;SP;Sudeste;8687.95
244;Marcos Lima;marcos.lima244@exemplo.com.br;M;29;Pequenas Empresas;Rio de Janeiro;RJ;Sudeste;10334.42
245;Thiago Freitas;thiago.freitas245@exemplo.com.br;F;46;Pequenas Empresas;Londrina;PR;Sul;5697.5
246;Aline Gomes;aline.gomes246@exemplo.com.br;M;26;Consumidor Final;Recife;PE;Nordeste;16101.07
247;Rafael Ferreira;rafael.ferreira247@exemplo.com.br;M;72;Pequenas Empresas;Feira de Santana;BA;Nordeste;18281.17
248;Eduardo Ribeiro;eduardo.ribeiro248@exemplo.com.br;F;72;Corporativo;Brasília;DF;Centro-Oeste;4767.34
249;Diego Freitas;diego.freitas249@exemplo.com.br;F;32;Pequenas Empresas;Belo Horizonte;MG;Sudeste;4178.21
250;Camila Nunes;camila.nunes250@exemplo.com.br;M;53;Corporativo;Recife;PE;Nordeste;11528.12
251;Rafael Nunes;rafael.nunes251@exemplo.com.br;M;37;Consumidor Final;Niterói;RJ;Sudeste;8690.01
252;Diego Andrade;diego.andrade252@exemplo.com.br;F;22;Pequenas Empresas;Salvador;BA;Nordeste;4242.83
253;Felipe Rocha;felipe.rocha253@exemplo.com.br;F;71;Consumidor Final;Feira de Santana;BA;Nordeste;14918.29
254;Marcos Vieira;marcos.vieira254@exemplo.com.br;F;21;Pequenas Empresas;Niterói;RJ;Sudeste;15751.67
255;Carla Rodrigues;carla.rodrigues255@exemplo.com.br;F;32;Pequenas Empresas;Belo Horizonte;MG;Sudeste;7840.18
256;Carla Mendes;carla.mendes256@exemplo.com.br;F;58;Consumidor Final;Santos;SP;Sudeste;17788.53
257;Beatriz Rodrigues;beatriz.rodrigues257@exemplo.com.br;M;59;Pequenas Empresas;Brasília;DF;Centro-Oeste;4948.77
258;Bruna Rodrigues;bruna.rodrigues258@exemplo.com.br;M;23;Consumidor Final;Caxias do Sul;RS;Sul;2941.03
259;Marcos Moreira;marcos.moreira259@exemplo.com.br;F;58;Pequenas Empresas;Uberlândia;MG;Sudeste;2693.66
260;Daniela Rocha;daniela.rocha260@exemplo.com.br;F;69;Consumidor Final;Porto Alegre;RS;Sul;15359.79
261;Thiago Gomes;thiago.gomes261@exemplo.com.br;M;44;Corporativo;Campinas;SP;Sudeste;10093.29
262;Camila Costa;camila.costa262@exemplo.com.br;F;40;Pequenas Empresas;Caxias do Sul;RS;Sul;18098.6
263;Juliana Moreira;juliana.moreira263@exemplo.com.br;M;33;Corporativo;Brasília;DF;Centro-Oeste;9803.5
264;Beatriz Almeida;beatriz.almeida264@exemplo.com.br;M;42;Corporativo;Rio de Janeiro;RJ;Sudeste;16285.87
265;Pedro Pereira;pedro.pereira265@exemplo.com.br;F;64;Pequenas Empresas;Belo Horizonte;MG;Sudeste;7297.25
266;Vinicius Ferreira;vinicius.ferreira266@exemplo.com.br;F;37;Corporativo;Fortaleza;CE;Nordeste;10307.14
267;Mateus Martins;mateus.martins267@exemplo.com.br;M;40;Pequenas Empresas;Curitiba;PR;Sul;2993.13
268;Larissa Lopes;larissa.lopes268@exemplo.com.br;F;18;Pequenas Empresas;Recife;PE;Nordeste;16008.91
269;Pedro Rodrigues;pedro.rodrigues269@exemplo.com.br;F;20;Corporativo;Florianópolis;SC;Sul;8729.48
270;Bruna Fernandes;bruna.fernandes270@exemplo.com.br;F;42;Consumidor Final;Brasília;DF;Centro-Oeste;10419.37
271;Vinicius Fernandes;vinicius.fernandes271@exemplo.com.br;M;43;Consumidor Final;Rio de Janeiro;RJ;Sudeste;8283.13
272;Felipe Fernandes;felipe.fernandes272@exemplo.com.br;M;50;Pequenas Empresas;Niterói;RJ;Sudeste;8742.61
273;gabriel santos;gabriel.santos273@exemplo.com.br;F;47;Pequenas Empresas;Caxias do Sul;RS;Sul;4627.73
274;Daniela Soares;daniela.soares274@exemplo.com.br;M;57;Corporativo;Caxias do Sul;RS;Sul;14250.91
275;Larissa Vieira;larissa.vieira275@exemplo.com.br;F;54;Pequenas Empresas;Fortaleza;CE;Nordeste;7086.59
276;Jessica Silva;jessica.silva276@exemplo.com.br;F;37;Pequenas Empresas;Rio de Janeiro;RJ;Sudeste;15187.1
277;Leonardo Machado;leonardo.machado277@exemplo.com.br;F;59;Corporativo;São Paulo;SP;Sudeste;14961.34
278;Vinicius Vieira;vinicius.vieira278@exemplo.com.br;F;51;Consumidor Final;Campinas;SP;Sudeste;12453.11
279;Aline Moreira;aline.moreira279@exemplo.com.br;M;54;Consumidor Final;Niterói;RJ;Sudeste;17655.74
280;  RODRIGO  alves ;rodrigo.alves280@exemplo.com.br;F;44;Consumidor Final;Caxias do Sul;RS;Sul;13455.15
281;Pedro Soares;pedro.soares281@exemplo.com.br;M;26;Pequenas Empresas;Recife;PE;Nordeste;10654.54
282;Patricia Costa;patricia.costa282@exemplo.com.br;F;29;Corporativo;Recife;PE;Nordeste;9692.52
283;Patricia Costa;patricia.costa283@exemplo.com.br;F;33;Consumidor Final;Londrina;PR;Sul;6747.8
284;Larissa Pereira;larissa.pereira284@exemplo.com.br;F;31;Pequenas Empresas;Porto Alegre;RS;Sul;13450.91
285;Ana Costa;ana.costa285@exemplo.com.br;F;25;Corporativo;Brasília;DF;Centro-Oeste;11547.67
286;Patricia Martins;patricia.martins286@exemplo.com.br;F;36;Consumidor Final;Joinville;SC;Sul;2885.68
287;Diego Oliveira;diego.oliveira287@exemplo.com.br;F;48;Pequenas Empresas;Feira de Santana;BA;Nordeste;5687.98
288;Jessica Fernandes;jessica.fernandes288@exemplo.com.br;F;24;Consumidor Final;Brasília;DF;Centro-Oeste;12235.54
289;Bruna Pereira;bruna.pereira289@exemplo.com.br;M;32;Pequenas Empresas;Fortaleza;CE;Nordeste;3055.61
290;Pedro Costa;pedro.costa290@exemplo.com.br;M;53;Consumidor Final;Rio de Janeiro;RJ;Sudeste;18139.94
291;Mariana Carvalho;mariana.carvalho291@exemplo.com.br;F;30;Pequenas Empresas;Recife;PE;Nordeste;14521.35
292;Larissa Costa;larissa.costa292@exemplo.com.br;M;54;Pequenas Empresas;Campinas;SP;Sudeste;5985.19
293;Leonardo Andrade;leonardo.andrade293@exemplo.com.br;M;71;Corporativo;Campinas;SP;Sudeste;5065.36
294;Priscila Santos;priscila.santos294@exemplo.com.br;F;65;Consumidor Final;Joinville;SC;Sul;17882.74
295;Priscila Gomes;priscila.gomes295@exemplo.com.br;F;56;Pequenas Empresas;São Paulo;SP;Sudeste;3949.0
296;Felipe Gomes;felipe.gomes296@exemplo.com.br;F;72;Consumidor Final;Brasília;DF;Centro-Oeste;10418.67
297;Beatriz Alves;beatriz.alves297@exemplo.com.br;M;47;Pequenas Empresas;Caxias do Sul;RS;Sul;12767.05
298;  DIEGO  ferreira ;diego.ferreira298@exemplo.com.br;F;61;Pequenas Empresas;Caxias do Sul;RS;Sul;14543.71
299;Mariana Barbosa;mariana.barbosa299@exemplo.com.br;F;38;Pequenas Empresas;Joinville;SC;Sul;3613.83
300;Eduardo Souza;eduardo.souza300@exemplo.com.br;F;33;Corporativo;Niterói;RJ;Sudeste;2311.33
301;Thiago Pereira;thiago.pereira301@exemplo.com.br;F;55;Corporativo;Londrina;PR;Sul;13982.99
302;Lucas Lima;lucas.lima302@exemplo.com.br;M;25;Pequenas Empresas;Curitiba;PR;Sul;9785.94
303;Mariana Martins;mariana.martins303@exemplo.com.br;M;36;Pequenas Empresas;Porto Alegre;RS;Sul;8190.97
304;Fernanda Pereira;fernanda.pereira304@exemplo.com.br;M;65;Corporativo;Recife;PE;Nordeste;18318.06
305;Gustavo Carvalho;gustavo.carvalho305@exemplo.com.br;M;61;Consumidor Final;Recife;PE;Nordeste;14502.25
306;Vanessa Nunes;vanessa.nunes306@exemplo.com.br;F;54;Consumidor Final;Feira de Santana;BA;Nordeste;4029.0
307;Jessica Fernandes;jessica.fernandes307@exemplo.com.br;M;38;Consumidor Final;Uberlândia;MG;Sudeste;16128.12
308;Rafael Souza;rafael.souza308@exemplo.com.br;F;50;Consumidor Final;Goiânia;GO;Centro-Oeste;9461.37
309;Gabriel Almeida;gabriel.almeida309@exemplo.com.br;F;21;Pequenas Empresas;Salvador;BA;Nordeste;11308.39
310;Eduardo Nunes;eduardo.nunes310@exemplo.com.br;F;70;Corporativo;São Paulo;SP;Sudeste;2249.15
311;Camila Vieira;camila.vieira311@exemplo.com.br;F;22;Pequenas Empresas;Salvador;BA;Nordeste;11020.97
312;Gabriel Freitas;gabriel.freitas312@exemplo.com.br;M;44;Corporativo;Recife;PE;Nordeste;5133.7
313;Juliana Moreira;juliana.moreira313@exemplo.com.br;F;46;Corporativo;Salvador;BA;Nordeste;16374.81
314;Priscila Martins;priscila.martins314@exemplo.com.br;M;40;Pequenas Empresas;Brasília;DF;Centro-Oeste;4133.72
315;Patricia Martins;patricia.martins315@exemplo.com.br;M;37;Consumidor Final;Curitiba;PR;Sul;9746.96
316;Leonardo Fernandes;leonardo.fernandes316@exemplo.com.br;M;47;Consumidor Final;Joinville;SC;Sul;7842.4
317;Beatriz Alves;beatriz.alves317@exemplo.com.br;M;44;Pequenas Empresas;Rio de Janeiro;RJ;Sudeste;12223.25
318;Priscila Mendes;priscila.mendes318@exemplo.com.br;M;24;Consumidor Final;Curitiba;PR;Sul;11881.29
319;Rafael Barbosa;rafael.barbosa319@exemplo.com.br;M;20;Pequenas Empresas;Campinas;SP;Sudeste;8756.93
320;Fernanda Fernandes;fernanda.fernandes320@exemplo.com.br;M;36;Pequenas Empresas;Campinas;SP;Sudeste;6016.83
321;Priscila Andrade;priscila.andrade321@exemplo.com.br;F;37;Consumidor Final;Goiânia;GO;Centro-Oeste;16483.01
322;Eduardo Soares;eduardo.soares322@exemplo.com.br;F;53;Consumidor Final;Porto Alegre;RS;Sul;17660.88
323;Daniela Andrade;daniela.andrade323@exemplo.com.br;F;40;Consumidor Final;Salvador;BA;Nordeste;17547.86
324;Eduardo Martins;eduardo.martins324@exemplo.com.br;F;27;Corporativo;Caxias do Sul;RS;Sul;7088.18
325;Mariana Moreira;mariana.moreira325@exemplo.com.br;M;72;Corporativo;Curitiba;PR;Sul;13733.5
326;Renata Almeida;renata.almeida326@exemplo.com.br;F;53;Corporativo;Brasília;DF;Centro-Oeste;10838.87
327;Thiago Pereira;thiago.pereira327@exemplo.com.br;M;72;Corporativo;Caxias do Sul;RS;Sul;8248.56
328;Patricia Andrade;patricia.andrade328@exemplo.com.br;F;61;Corporativo;Campinas;SP;Sudeste;12061.0
329;Gabriel Machado;gabriel.machado329@exemplo.com.br;M;31;Corporativo;Goiânia;GO;Centro-Oeste;16372.42
330;Felipe Gomes;felipe.gomes330@exemplo.com.br;M;65;Consumidor Final;São Paulo;SP;Sudeste;4112.25
331;Vinicius Lopes;vinicius.lopes331@exemplo.com.br;F;53;Consumidor Final;Uberlândia;MG;Sudeste;7442.32
332;Larissa Martins;larissa.martins332@exemplo.com.br;F;41;Corporativo;Florianópolis;SC;Sul;10558.91
333;Ana Almeida;ana.almeida333@exemplo.com.br;F;41;Consumidor Final;Recife;PE;Nordeste;7300.63
334;Gabriel Vieira;gabriel.vieira334@exemplo.com.br;M;53;Corporativo;Niterói;RJ;Sudeste;17436.56
335;Bruna Andrade;bruna.andrade335@exemplo.com.br;M;32;Corporativo;Niterói;RJ;Sudeste;8391.39
336;Jessica Pereira;jessica.pereira336@exemplo.com.br;F;64;Corporativo;Caxias do Sul;RS;Sul;12659.62
337;Ana Almeida;ana.almeida337@exemplo.com.br;M;64;Consumidor Final;Florianópolis;SC;Sul;11108.71
338;Mariana Freitas;mariana.freitas338@exemplo.com.br;M;70;Consumidor Final;Campinas;SP;Sudeste;13091.91
339;Vinicius Silva;vinicius.silva339@exemplo.com.br;M;27;Pequenas Empresas;Curitiba;PR;Sul;2349.01
340;Carla Almeida;carla.almeida340@exemplo.com.br;F;18;Consumidor Final;Recife;PE;Nordeste;10875.06
341;  PEDRO  silva ;pedro.silva341@exemplo.com.br;F;50;Consumidor Final;Londrina;PR;Sul;15454.46
342;Eduardo Carvalho;eduardo.carvalho342@exemplo.com.br;M;51;Consumidor Final;Belo Horizonte;MG;Sudeste;4627.03
343;Camila Barbosa;camila.barbosa343@exemplo.com.br;F;23;Corporativo;Florianópolis;SC;Sul;8280.74
344;Thiago Almeida;thiago.almeida344@exemplo.com.br;F;70;Pequenas Empresas;Curitiba;PR;Sul;16020.23
345;Marcos Machado;marcos.machado345@exemplo.com.br;M;42;Corporativo;Campinas;SP;Sudeste;8347.86
346;Ana Santos;ana.santos346@exemplo.com.br;M;72;Corporativo;Belo Horizonte;MG;Sudeste;9272.73
347;Renata Costa;renata.costa347@exemplo.com.br;M;31;Consumidor Final;Rio de Janeiro;RJ;Sudeste;16890.75
348;Diego Mendes;diego.mendes348@exemplo.com.br;M;61;Consumidor Final;Londrina;PR;Sul;17287.03
349;Daniela Fernandes;daniela.fernandes349@exemplo.com.br;M;19;Corporativo;Campinas;SP;Sudeste;17871.95
350;Bruna Rodrigues;bruna.rodrigues350@exemplo.com.br;M;28;Corporativo;Joinville;SC;Sul;11392.52
351;Bruna Marques;bruna.marques351@exemplo.com.br;F;66;Corporativo;Brasília;DF;Centro-Oeste;14257.85
352;Renata Nascimento;renata.nascimento352@exemplo.com.br;F;24;Consumidor Final;Fortaleza;CE;Nordeste;9324.54
353;Jessica Oliveira;jessica.oliveira353@exemplo.com.br;F;58;Consumidor Final;Joinville;SC;Sul;6655.23
354;Rafael Lopes;rafael.lopes354@exemplo.com.br;F;29;Corporativo;Brasília;DF;Centro-Oeste;13279.03
355;Eduardo Martins;eduardo.martins355@exemplo.com.br;M;22;Pequenas Empresas;Porto Alegre;RS;Sul;3537.22
356;Juliana Martins;juliana.martins356@exemplo.com.br;F;41;Corporativo;Niterói;RJ;Sudeste;3936.78
357;Lucas Gomes;lucas.gomes357@exemplo.com.br;M;23;Consumidor Final;Londrina;PR;Sul;5254.49
358;Rafael Fernandes;rafael.fernandes358@exemplo.com.br;M;23;Consumidor Final;Salvador;BA;Nordeste;7968.8
359;Mateus Barbosa;mateus.barbosa359@exemplo.com.br;F;36;Consumidor Final;Caxias do Sul;RS;Sul;8945.1
360;Vinicius Oliveira;vinicius.oliveira360@exemplo.com.br;M;51;Pequenas Empresas;Brasília;DF;Centro-Oeste;4964.2
361;Thiago Ferreira;thiago.ferreira361@exemplo.com.br;F;27;Corporativo;Porto Alegre;RS;Sul;3231.25
362;Pedro Lima;pedro.lima362@exemplo.com.br;M;34;Corporativo;Recife;PE;Nordeste;17590.82
363;Leonardo Rocha;leonardo.rocha363@exemplo.com.br;F;26;Consumidor Final;Uberlândia;MG;Sudeste;7165.93
364;Thiago Costa;thiago.costa364@exemplo.com.br;F;39;Corporativo;Joinville;SC;Sul;9219.04
365;Jessica Machado;jessica.machado365@exemplo.com.br;F;56;Corporativo;Niterói;RJ;Sudeste;17640.65
366;Camila Lopes;camila.lopes366@exemplo.com.br;F;65;Corporativo;Joinville;SC;Sul;13527.81
367;Ana Vieira;ana.vieira367@exemplo.com.br;F;70;Corporativo;Caxias do Sul;RS;Sul;15009.62
368;Gustavo Souza;gustavo.souza368@exemplo.com.br;M;67;Pequenas Empresas;Uberlândia;MG;Sudeste;11166.62
369;Leonardo Almeida;leonardo.almeida369@exemplo.com.br;F;71;Corporativo;Uberlândia;MG;Sudeste;13493.22
370;Jessica Machado;jessica.machado370@exemplo.com.br;F;58;Consumidor Final;Salvador;BA;Nordeste;7136.17
371;Beatriz Dias;beatriz.dias371@exemplo.com.br;F;46;Consumidor Final;Salvador;BA;Nordeste;18348.42
372;Ana Vieira;ana.vieira372@exemplo.com.br;F;20;Pequenas Empresas;Fortaleza;CE;Nordeste;15088.75
373;Gustavo Nascimento;gustavo.nascimento373@exemplo.com.br;M;67;Consumidor Final;Brasília;DF;Centro-Oeste;6246.16
374;Eduardo Ribeiro;eduardo.ribeiro374@exemplo.com.br;F;68;Corporativo;Campinas;SP;Sudeste;9216.43
375;Lucas Souza;lucas.souza375@exemplo.com.br;M;41;Corporativo;Fortaleza;CE;Nordeste;8575.49
376;Vinicius Dias;vinicius.dias376@exemplo.com.br;M;19;Corporativo;Fortaleza;CE;Nordeste;10069.17
377;Larissa Carvalho;larissa.carvalho377@exemplo.com.br;M;27;Pequenas Empresas;Santos;SP;Sudeste;7877.76
378;Felipe Almeida;felipe.almeida378@exemplo.com.br;F;48;Corporativo;Fortaleza;CE;Nordeste;3791.26
379;Leonardo Nascimento;leonardo.nascimento379@exemplo.com.br;F;69;Consumidor Final;Santos;SP;Sudeste;13785.7
380;Lucas Machado;lucas.machado380@exemplo.com.br;M;33;Pequenas Empresas;Rio de Janeiro;RJ;Sudeste;10610.7
381;Patricia Ferreira;patricia.ferreira381@exemplo.com.br;F;69;Consumidor Final;Salvador;BA;Nordeste;8802.27
382;Mariana Ferreira;mariana.ferreira382@exemplo.com.br;F;65;Consumidor Final;Salvador;BA;Nordeste;12209.94
383;Camila Almeida;camila.almeida383@exemplo.com.br;M;31;Pequenas Empresas;Joinville;SC;Sul;5554.29
384;Vinicius Nascimento;vinicius.nascimento384@exemplo.com.br;M;29;Pequenas Empresas;Santos;SP;Sudeste;8162.43
385;Camila Almeida;camila.almeida385@exemplo.com.br;F;42;Pequenas Empresas;Recife;PE;Nordeste;12164.33
386;Bruna Souza;bruna.souza386@exemplo.com.br;M;63;Pequenas Empresas;Feira de Santana;BA;Nordeste;15250.0
387;Priscila Barbosa;priscila.barbosa387@exemplo.com.br;F;33;Consumidor Final;Niterói;RJ;Sudeste;7177.69
388;Mariana Ribeiro;mariana.ribeiro388@exemplo.com.br;F;56;Corporativo;Fortaleza;CE;Nordeste;4447.24
389;Thiago Carvalho;thiago.carvalho389@exemplo.com.br;M;28;Pequenas Empresas;Brasília;DF;Centro-Oeste;10181.17
390;Juliana Ferreira;juliana.ferreira390@exemplo.com.br;M;18;Corporativo;Feira de Santana;BA;Nordeste;10099.13
391;Camila Marques;camila.marques391@exemplo.com.br;F;61;Corporativo;Brasília;DF;Centro-Oeste;10215.13
392;Diego Marques;diego.marques392@exemplo.com.br;M;19;Pequenas Empresas;Belo Horizonte;MG;Sudeste;15172.86
393;fernanda gomes;fernanda.gomes393@exemplo.com.br;F;67;Consumidor Final;Curitiba;PR;Sul;9654.34
394;Leonardo Moreira;leonardo.moreira394@exemplo.com.br;M;25;Pequenas Empresas;Brasília;DF;Centro-Oeste;6566.59
395;Patricia Marques;patricia.marques395@exemplo.com.br;M;46;Pequenas Empresas;Brasília;DF;Centro-Oeste;11105.56
396;Pedro Souza;pedro.souza396@exemplo.com.br;F;46;Consumidor Final;Curitiba;PR;Sul;6483.89
397;Vanessa Marques;vanessa.marques397@exemplo.com.br;M;69;Consumidor Final;Rio de Janeiro;RJ;Sudeste;14223.09
398;Diego Ribeiro;diego.ribeiro398@exemplo.com.br;M;26;Pequenas Empresas;Salvador;BA;Nordeste;14993.04
399;Jessica Alves;jessica.alves399@exemplo.com.br;F;35;Pequenas Empresas;Goiânia;GO;Centro-Oeste;11928.78
400;Mariana Costa;mariana.costa400@exemplo.com.br;F;35;Pequenas Empresas;Porto Alegre;RS;Sul;17724.08
401;Carla Mendes;carla.mendes401@exemplo.com.br;M;21;Corporativo;Rio de Janeiro;RJ;Sudeste;18377.53
402;Vanessa Rocha;vanessa.rocha402@exemplo.com.br;M;63;Consumidor Final;Niterói;RJ;Sudeste;7450.18
403;Fernanda Moreira;fernanda.moreira403@exemplo.com.br;F;54;Consumidor Final;Joinville;SC;Sul;12508.15
404;Marcos Carvalho;marcos.carvalho404@exemplo.com.br;M;50;Corporativo;Santos;SP;Sudeste;14421.78
405;Diego Freitas;diego.freitas405@exemplo.com.br;F;55;Corporativo;Feira de Santana;BA;Nordeste;2240.31
406;Vinicius Machado;vinicius.machado406@exemplo.com.br;F;68;Consumidor Final;Feira de Santana;BA;Nordeste;10911.12
407;Camila Carvalho;camila.carvalho407@exemplo.com.br;F;71;Corporativo;Recife;PE;Nordeste;6822.57
408;Patricia Vieira;patricia.vieira408@exemplo.com.br;F;66;Pequenas Empresas;Recife;PE;Nordeste;2989.07
409;Rodrigo Rocha;rodrigo.rocha409@exemplo.com.br;M;72;Consumidor Final;Feira de Santana;BA;Nordeste;4775.13
410;Rafael Silva;rafael.silva410@exemplo.com.br;M;26;Pequenas Empresas;Salvador;BA;Nordeste;16579.01
411;Larissa Ferreira;larissa.ferreira411@exemplo.com.br;M;41;Pequenas Empresas;Londrina;PR;Sul;6281.35
412;Gustavo Dias;gustavo.dias412@exemplo.com.br;M;58;Corporativo;Belo Horizonte;MG;Sudeste;7179.8
413;Diego Moreira;diego.moreira413@exemplo.com.br;M;31;Consumidor Final;Santos;SP;Sudeste;9971.95
414;Juliana Vieira;juliana.vieira414@exemplo.com.br;M;62;Consumidor Final;Feira de Santana;BA;Nordeste;7800.26
415;Rodrigo Machado;rodrigo.machado415@exemplo.com.br;F;32;Consumidor Final;Niterói;RJ;Sudeste;8444.04
416;Leonardo Nunes;leonardo.nunes416@exemplo.com.br;F;26;Corporativo;Caxias do Sul;RS;Sul;8438.35
417;Jessica Moreira;jessica.moreira417@exemplo.com.br;M;54;Pequenas Empresas;Niterói;RJ;Sudeste;2338.14
418;Marcos Ferreira;marcos.ferreira418@exemplo.com.br;M;57;Corporativo;Uberlândia;MG;Sudeste;13391.03
419;Vanessa Alves;vanessa.alves419@exemplo.com.br;M;55;Consumidor Final;Rio de Janeiro;RJ;Sudeste;14099.15
420;Gustavo Carvalho;gustavo.carvalho420@exemplo.com.br;M;59;Corporativo;Niterói;RJ;Sudeste;3573.25
421;Patricia Barbosa;patricia.barbosa421@exemplo.com.br;M;37;Pequenas Empresas;Porto Alegre;RS;Sul;5548.77
422;Aline Soares;aline.soares422@exemplo.com.br;F;21;Pequenas Empresas;Joinville;SC;Sul;14975.97
423;Renata Pereira;renata.pereira423@exemplo.com.br;M;58;Corporativo;Rio de Janeiro;RJ;Sudeste;11881.06
424;Carla Mendes;carla.mendes424@exemplo.com.br;F;42;Consumidor Final;Florianópolis;SC;Sul;16231.27
425;Bruna Carvalho;bruna.carvalho425@exemplo.com.br;F;19;Consumidor Final;Belo Horizonte;MG;Sudeste;11774.02
426;Lucas Lima;lucas.lima426@exemplo.com.br;F;36;Pequenas Empresas;Campinas;SP;Sudeste;12445.7
427;Carla Moreira;carla.moreira427@exemplo.com.br;M;52;Pequenas Empresas;Joinville;SC;Sul;10963.78
428;Juliana Lima;juliana.lima428@exemplo.com.br;M;52;Consumidor Final;Santos;SP;Sudeste;7526.03
429;Bruna Rocha;bruna.rocha429@exemplo.com.br;F;45;Pequenas Empresas;Santos;SP;Sudeste;14098.32
430;vanessa pereira;vanessa.pereira430@exemplo.com.br;F;47;Consumidor Final;Santos;SP;Sudeste;12180.44
431;Gabriel Gomes;gabriel.gomes431@exemplo.com.br;M;63;Consumidor Final;Belo Horizonte;MG;Sudeste;4436.55
432;Lucas Ferreira;lucas.ferreira432@exemplo.com.br;F;41;Consumidor Final;Florianópolis;SC;Sul;4268.97
433;Vinicius Machado;vinicius.machado433@exemplo.com.br;M;69;Corporativo;Rio de Janeiro;RJ;Sudeste;9197.99
434;Carla Oliveira;carla.oliveira434@exemplo.com.br;M;47;Corporativo;Goiânia;GO;Centro-Oeste;10525.74
435;Gabriel Lopes;gabriel.lopes435@exemplo.com.br;F;34;Consumidor Final;Belo Horizonte;MG;Sudeste;14805.26
436;Daniela Vieira;daniela.vieira436@exemplo.com.br;M;50;Pequenas Empresas;Rio de Janeiro;RJ;Sudeste;2241.87
437;  VANESSA  machado ;vanessa.machado437@exemplo.com.br;F;42;Corporativo;Campinas;SP;Sudeste;17199.69
438;Mariana Freitas;mariana.freitas438@exemplo.com.br;F;38;Consumidor Final;Campinas;SP;Sudeste;6246.69
439;Priscila Andrade;priscila.andrade439@exemplo.com.br;F;50;Consumidor Final;Santos;SP;Sudeste;13175.21
440;Gabriel Ferreira;gabriel.ferreira440@exemplo.com.br;M;22;Corporativo;Fortaleza;CE;Nordeste;16494.96
441;Vanessa Gomes;vanessa.gomes441@exemplo.com.br;F;53;Consumidor Final;Porto Alegre;RS;Sul;9644.96
442;Gustavo Alves;gustavo.alves442@exemplo.com.br;M;41;Corporativo;Porto Alegre;RS;Sul;11844.56
443;Ana Moreira;ana.moreira443@exemplo.com.br;M;18;Consumidor Final;Brasília;DF;Centro-Oeste;17398.08
444;Lucas Pereira;lucas.pereira444@exemplo.com.br;F;66;Consumidor Final;São Paulo;SP;Sudeste;12914.05
445;Vanessa Andrade;vanessa.andrade445@exemplo.com.br;M;33;Pequenas Empresas;Rio de Janeiro;RJ;Sudeste;9043.0
446;Gabriel Rodrigues;gabriel.rodrigues446@exemplo.com.br;M;72;Consumidor Final;Santos;SP;Sudeste;10672.08
447;Diego Mendes;diego.mendes447@exemplo.com.br;M;26;Pequenas Empresas;Santos;SP;Sudeste;12586.62
448;Thiago Oliveira;thiago.oliveira448@exemplo.com.br;F;26;Pequenas Empresas;Campinas;SP;Sudeste;6059.38
449;Beatriz Machado;beatriz.machado449@exemplo.com.br;F;46;Corporativo;Joinville;SC;Sul;6632.88
450;Mateus Alves;mateus.alves450@exemplo.com.br;M;24;Consumidor Final;Goiânia;GO;Centro-Oeste;4879.31
451;Rafael Costa;rafael.costa451@exemplo.com.br;F;46;Consumidor Final;Brasília;DF;Centro-Oeste;7225.42
452;Beatriz Machado;beatriz.machado452@exemplo.com.br;F;62;Pequenas Empresas;Belo Horizonte;MG;Sudeste;12033.83
